Day of week;Day of month;Month ;Year;Hour;Appliances;lights;RH_1;RH_2;RH_3;RH_4;RH_5;RH_6;RH_7;RH_8;RH_9;RH_out;T1;T2;T3;T4;T5;T6;T7;T8;T9;T_out;Press_mm_hg;Windspeed;Visibility;Tdewpoint;
Τετάρτη;13;April;2016;0:30;50;0;42,33%;44,07%;40,29%;38,59%;55,52%;45,63%;34,70%;46,40%;40,63%;86,00%;22,43;20,10;24,89;23,00;21,10;7,19;21,60;23,29;20,89;7,65;751,6;2,00;40,00;5,40;
Τετάρτη;13;April;2016;0:40;50;0;42,15%;44,09%;40,23%;38,53%;55,32%;45,76%;34,70%;46,40%;40,96%;85,33%;22,39;20,03;24,76;23,00;21,10;7,06;21,60;23,29;20,96;7,77;751,6;2,00;40,00;5,40;
Τετάρτη;13;April;2016;0:50;50;0;42,06%;44,09%;40,23%;38,47%;55,09%;45,90%;34,70%;46,47%;41,27%;84,67%;22,39;20,00;24,70;22,89;21,10;6,92;21,60;23,26;20,92;7,88;751,6;2,00;40,00;5,40;
Τετάρτη;13;April;2016;1:00;50;0;41,93%;44,09%;40,09%;38,40%;54,98%;46,50%;34,70%;46,54%;41,53%;84,00%;22,39;19,93;24,60;22,89;21,10;6,76;21,50;23,20;21,00;8,00;751,6;2,00;40,00;5,40;
Τετάρτη;13;April;2016;1:10;70;0;41,79%;44,16%;40,03%;38,36%;54,79%;47,30%;34,70%;46,81%;41,73%;84,17%;22,36;19,89;24,60;22,86;21,08;6,69;21,57;23,20;20,93;7,95;751,5;2,00;40,00;5,38;
Τετάρτη;13;April;2016;1:20;50;0;41,79%;44,16%;40,00%;38,29%;54,56%;47,43%;34,70%;47,04%;41,86%;84,33%;22,29;19,89;24,57;22,79;21,00;6,62;21,50;23,20;21,00;7,90;751,5;2,00;40,00;5,37;
Τετάρτη;13;April;2016;1:30;50;0;41,70%;44,13%;39,93%;38,20%;54,40%;47,77%;34,70%;47,00%;42,03%;84,50%;22,29;19,79;24,50;22,79;21,00;6,56;21,50;23,20;20,93;7,85;751,4;2,00;40,00;5,35;
Τετάρτη;13;April;2016;1:40;60;0;41,63%;44,20%;39,90%;38,20%;54,25%;48,30%;34,73%;46,96%;42,09%;84,67%;22,29;19,79;24,50;22,79;21,00;6,50;21,50;23,14;20,93;7,80;751,3;2,00;40,00;5,33;
Τετάρτη;13;April;2016;1:50;50;0;41,56%;44,20%;39,83%;38,20%;54,18%;48,63%;34,79%;46,90%;42,23%;84,83%;22,26;19,76;24,43;22,70;21,00;6,37;21,50;23,14;20,93;7,75;751,3;2,00;40,00;5,32;
Τετάρτη;13;April;2016;2:00;60;0;41,50%;44,20%;39,76%;38,20%;54,03%;49,30%;34,79%;46,90%;42,36%;85,00%;22,20;19,70;24,46;22,70;21,00;6,30;21,50;23,10;21,00;7,70;751,2;2,00;40,00;5,30;
Τετάρτη;13;April;2016;2:10;40;0;41,50%;44,20%;39,70%;38,20%;53,90%;49,93%;34,79%;46,82%;42,43%;85,33%;22,20;19,67;24,39;22,70;21,00;6,33;21,50;23,10;21,00;7,60;751,2;2,00;40,00;5,25;
Τετάρτη;13;April;2016;2:20;50;0;41,50%;44,20%;39,66%;38,20%;53,79%;49,86%;34,79%;46,70%;42,56%;85,67%;22,20;19,60;24,36;22,70;21,00;6,33;21,50;23,10;21,00;7,50;751,2;2,00;40,00;5,20;
Τετάρτη;13;April;2016;2:30;50;0;41,50%;44,23%;39,59%;38,09%;53,68%;49,69%;34,79%;46,55%;42,63%;86,00%;22,17;19,60;24,29;22,60;21,00;6,26;21,50;23,10;21,00;7,40;751,2;2,00;40,00;5,15;
Τετάρτη;13;April;2016;2:40;50;0;41,50%;44,29%;39,59%;38,09%;53,56%;50,10%;34,79%;46,47%;42,70%;86,33%;22,10;19,60;24,29;22,60;20,97;6,12;21,50;23,10;20,93;7,30;751,2;2,00;40,00;5,10;
Τετάρτη;13;April;2016;2:50;50;0;41,50%;44,29%;39,62%;38,05%;53,50%;50,16%;34,74%;46,25%;42,83%;86,67%;22,10;19,57;24,32;22,60;20,96;5,97;21,45;23,10;20,96;7,20;751,2;2,00;40,00;5,05;
Τετάρτη;13;April;2016;3:00;60;0;41,50%;44,36%;39,70%;38,00%;53,44%;50,09%;34,73%;46,09%;42,97%;87,00%;22,10;19,50;24,39;22,60;20,89;5,83;21,43;23,10;20,89;7,10;751,2;2,00;40,00;5,00;
Τετάρτη;13;April;2016;3:10;60;0;41,47%;44,40%;39,70%;38,00%;53,33%;50,60%;34,70%;45,83%;43,13%;86,67%;22,10;19,50;24,39;22,60;20,89;5,66;21,39;23,04;20,96;7,10;751,2;1,83;40,00;4,95;
Τετάρτη;13;April;2016;3:20;60;0;41,40%;44,40%;39,70%;38,00%;53,23%;50,99%;34,70%;45,74%;43,20%;86,33%;22,10;19,43;24,39;22,50;20,89;5,53;21,39;23,04;20,96;7,10;751,2;1,67;40,00;4,90;
Τετάρτη;13;April;2016;3:30;50;0;41,29%;44,40%;39,79%;38,00%;53,16%;51,26%;34,70%;45,52%;43,29%;86,00%;22,00;19,46;24,39;22,50;20,89;5,47;21,39;23,00;21,00;7,10;751,1;1,50;40,00;4,85;
Τετάρτη;13;April;2016;3:40;60;0;41,23%;44,42%;39,86%;38,00%;53,08%;51,32%;34,63%;45,40%;43,29%;85,67%;22,00;19,36;24,46;22,50;20,89;5,38;21,39;23,00;21,00;7,10;751,1;1,33;40,00;4,80;
Τετάρτη;13;April;2016;3:50;50;0;41,26%;44,50%;39,90%;38,00%;52,98%;51,50%;34,63%;45,40%;43,40%;85,33%;22,00;19,36;24,50;22,50;20,89;5,30;21,39;23,00;21,00;7,10;751,0;1,17;40,00;4,75;
Τετάρτη;13;April;2016;4:00;50;0;41,20%;44,50%;39,83%;38,00%;52,90%;51,73%;34,70%;45,38%;43,47%;85,00%;22,00;19,29;24,43;22,39;20,89;5,19;21,39;23,00;21,00;7,10;751,0;1,00;40,00;4,70;
Τετάρτη;13;April;2016;4:10;50;0;41,20%;44,56%;39,86%;37,93%;52,75%;52,12%;34,70%;45,36%;43,50%;86,00%;22,00;19,29;24,46;22,39;20,85;5,19;21,39;22,93;21,00;6,78;750,9;1,00;40,00;4,57;
Τετάρτη;13;April;2016;4:20;50;0;41,20%;44,56%;39,79%;37,90%;52,68%;52,73%;34,70%;45,37%;43,59%;87,00%;22,00;19,26;24,39;22,39;20,84;5,12;21,39;22,89;21,00;6,47;750,8;1,00;40,00;4,43;
Τετάρτη;13;April;2016;4:30;50;0;41,20%;44,50%;39,90%;37,90%;52,59%;53,87%;34,66%;45,25%;43,59%;88,00%;22,00;19,20;24,39;22,39;20,80;5,19;21,39;22,89;21,00;6,15;750,7;1,00;40,00;4,30;
Τετάρτη;13;April;2016;4:40;50;0;41,20%;44,50%;39,83%;37,90%;52,55%;54,60%;34,59%;45,12%;43,59%;89,00%;21,89;19,20;24,39;22,39;20,85;5,46;21,39;22,88;21,00;5,83;750,6;1,00;40,00;4,17;
Τετάρτη;13;April;2016;4:50;50;0;41,13%;44,50%;39,90%;37,90%;52,50%;54,73%;34,66%;45,00%;43,66%;90,00%;21,89;19,20;24,39;22,32;20,82;5,66;21,32;22,85;21,00;5,52;750,5;1,00;40,00;4,03;
Τετάρτη;13;April;2016;5:00;90;0;41,09%;44,53%;39,90%;37,90%;52,29%;54,70%;34,66%;44,93%;43,70%;91,00%;21,89;19,20;24,39;22,29;20,79;5,73;21,32;22,82;20,89;5,20;750,5;1,00;40,00;3,90;
Τετάρτη;13;April;2016;5:10;70;0;41,30%;44,66%;39,83%;37,97%;52,24%;54,76%;34,70%;45,00%;43,76%;90,83%;21,89;19,13;24,39;22,29;20,79;5,80;21,36;22,79;20,89;5,25;750,4;1,00;40,00;3,92;
Τετάρτη;13;April;2016;5:20;70;0;42,00%;45,49%;39,50%;37,93%;52,18%;54,79%;34,70%;45,08%;43,79%;90,67%;21,93;19,10;24,32;22,29;20,79;5,90;21,29;22,79;20,93;5,30;750,3;1,00;40,00;3,93;
Τετάρτη;13;April;2016;5:30;360;10;42,13%;46,10%;39,16%;38,00%;52,09%;54,60%;34,63%;45,04%;43,79%;90,50%;22,00;19,10;24,17;22,29;20,79;5,90;21,29;22,79;21,00;5,35;750,3;1,00;40,00;3,95;
Τετάρτη;13;April;2016;5:40;120;0;42,20%;46,36%;39,09%;38,00%;52,09%;54,40%;34,63%;45,00%;43,79%;90,33%;22,00;19,10;24,03;22,29;20,79;5,93;21,29;22,79;20,89;5,40;750,2;1,00;40,00;3,97;
Τετάρτη;13;April;2016;5:50;190;10;42,20%;46,50%;38,97%;38,06%;52,01%;54,53%;34,70%;45,09%;43,79%;90,17%;22,00;19,10;23,96;22,29;20,79;6,00;21,29;22,79;20,96;5,45;750,2;1,00;40,00;3,98;
Τετάρτη;13;April;2016;6:00;190;0;42,16%;46,59%;38,83%;38,15%;52,00%;54,53%;34,70%;45,26%;43,70%;90,00%;22,00;19,10;23,89;22,20;20,79;6,09;21,29;22,79;21,00;5,50;750,2;1,00;40,00;4,00;
Τετάρτη;13;April;2016;6:10;80;0;42,09%;46,66%;38,74%;38,29%;51,90%;54,27%;34,63%;45,14%;43,70%;90,50%;22,00;19,10;23,79;22,20;20,79;6,09;21,29;22,79;21,00;5,42;750,2;1,00;40,00;4,00;
Τετάρτη;13;April;2016;6:20;70;10;42,16%;46,53%;38,79%;38,23%;50,72%;54,06%;34,36%;44,61%;43,53%;91,00%;22,00;19,10;23,79;22,20;20,79;6,09;21,23;22,77;20,96;5,33;750,2;1,00;40,00;4,00;
Τετάρτη;13;April;2016;6:30;80;0;42,16%;46,33%;38,79%;38,26%;49,27%;53,92%;34,23%;44,17%;43,27%;91,50%;22,07;19,10;23,73;22,20;20,79;6,19;21,23;22,70;20,89;5,25;750,2;1,00;40,00;4,00;
Τετάρτη;13;April;2016;6:40;60;0;42,13%;46,20%;38,86%;38,26%;48,24%;53,97%;34,09%;43,62%;42,80%;92,00%;22,10;19,10;23,70;22,20;20,81;6,30;21,20;22,70;20,89;5,17;750,2;1,00;40,00;4,00;
Τετάρτη;13;April;2016;6:50;370;0;41,80%;45,92%;38,66%;38,16%;47,54%;54,13%;34,03%;43,21%;42,39%;92,50%;22,10;19,10;23,70;22,13;20,86;6,53;21,20;22,69;20,89;5,08;750,2;1,00;40,00;4,00;
Τετάρτη;13;April;2016;7:00;200;0;41,49%;45,57%;38,50%;38,03%;46,82%;54,00%;33,90%;42,79%;41,90%;93,00%;22,07;19,10;23,70;22,13;20,89;6,66;21,20;22,60;20,89;5,00;750,2;1,00;40,00;4,00;
Τετάρτη;13;April;2016;7:10;60;0;41,22%;45,33%;38,43%;37,97%;46,29%;53,86%;33,90%;42,50%;41,50%;93,50%;22,00;19,17;23,70;22,10;20,85;6,87;21,13;22,60;20,82;5,08;750,2;1,33;40,00;4,15;
Τετάρτη;13;April;2016;7:20;50;10;41,13%;45,13%;38,33%;37,90%;45,82%;53,73%;34,00%;42,23%;41,10%;94,00%;22,00;19,10;23,70;22,10;20,79;7,13;21,10;22,56;20,79;5,17;750,3;1,67;40,00;4,30;
Τετάρτη;13;April;2016;7:30;50;0;41,09%;45,20%;38,40%;37,79%;46,63%;53,43%;34,87%;41,96%;40,72%;94,50%;22,03;19,20;23,70;22,10;20,86;7,37;21,17;22,50;20,79;5,25;750,3;2,00;40,00;4,45;
Τετάρτη;13;April;2016;7:40;60;0;41,03%;45,13%;38,16%;37,79%;49,40%;52,96%;35,93%;41,65%;40,53%;95,00%;22,10;19,20;23,60;22,10;21,04;7,56;21,29;22,50;20,79;5,33;750,4;2,33;40,00;4,60;
Τετάρτη;13;April;2016;7:50;60;10;40,97%;45,09%;38,16%;37,79%;50,01%;52,60%;36,46%;41,44%;40,33%;95,50%;22,10;19,29;23,60;22,10;21,04;7,87;21,23;22,48;20,79;5,42;750,5;2,67;40,00;4,75;
Τετάρτη;13;April;2016;8:00;60;0;40,83%;44,96%;38,06%;37,79%;50,28%;52,13%;36,79%;41,20%;40,20%;96,00%;22,10;19,29;23,50;22,10;21,00;8,13;21,26;22,39;20,73;5,50;750,6;3,00;40,00;4,90;
Τετάρτη;13;April;2016;8:10;30;0;40,66%;44,76%;37,86%;37,77%;49,79%;51,42%;36,79%;41,00%;39,90%;95,50%;22,10;19,29;23,43;22,03;20,97;8,46;21,26;22,39;20,76;5,80;750,6;2,67;40,00;5,13;
Τετάρτη;13;April;2016;8:20;50;10;40,53%;44,57%;37,70%;37,83%;49,17%;50,76%;36,86%;40,93%;39,23%;95,00%;22,10;19,29;23,39;22,03;20,89;8,73;21,20;22,39;20,57;6,10;750,6;2,33;40,00;5,37;
Τετάρτη;13;April;2016;8:30;70;20;40,40%;44,33%;37,63%;37,79%;48,67%;49,73%;37,40%;40,64%;38,76%;94,50%;22,10;19,32;23,32;22,00;20,89;9,17;21,20;22,33;20,36;6,40;750,6;2,00;40,00;5,60;
Τετάρτη;13;April;2016;8:40;90;20;40,33%;44,07%;37,73%;37,93%;48,20%;48,53%;37,03%;40,45%;38,57%;94,00%;22,10;19,39;23,29;22,00;20,89;9,50;21,20;22,23;20,29;6,70;750,6;1,67;40,00;5,83;
Τετάρτη;13;April;2016;8:50;90;20;39,86%;43,72%;37,73%;37,86%;47,53%;46,30%;36,69%;40,32%;39,56%;93,50%;22,10;19,39;23,29;22,00;20,83;9,75;21,20;22,25;20,29;7,00;750,6;1,33;40,00;6,07;
Τετάρτη;13;April;2016;9:00;50;20;39,86%;43,59%;37,70%;38,13%;47,16%;43,97%;36,33%;40,00%;42,03%;93,00%;22,03;19,39;23,29;22,00;20,79;9,87;21,10;22,19;20,29;7,30;750,6;1,00;40,00;6,30;
Τετάρτη;13;April;2016;9:10;60;30;40,13%;43,77%;37,70%;38,57%;47,16%;42,00%;36,07%;39,79%;41,56%;91,83%;22,10;19,43;23,29;22,10;20,79;9,94;21,10;22,10;20,39;7,47;750,6;1,00;40,00;6,25;
Τετάρτη;13;April;2016;9:20;50;0;40,26%;44,03%;37,83%;38,97%;47,09%;41,13%;35,69%;39,59%;41,10%;90,67%;22,10;19,50;23,32;22,18;20,79;1,04;21,10;22,10;20,39;7,63;750,6;1,00;40,00;6,20;
Τετάρτη;13;April;2016;9:30;80;0;40,53%;44,23%;37,98%;38,93%;46,97%;39,50%;35,40%;39,46%;40,76%;89,50%;22,10;19,63;23,32;22,20;20,79;1,13;21,10;22,10;20,43;7,80;750,6;1,00;40,00;6,15;
Τετάρτη;13;April;2016;9:40;70;10;40,93%;44,43%;38,00%;39,00%;46,83%;33,94%;35,33%;39,40%;40,57%;88,33%;22,10;19,76;23,29;22,20;20,79;1,18;21,10;22,10;20,50;7,97;750,6;1,00;40,00;6,10;
Τετάρτη;13;April;2016;9:50;60;0;41,23%;44,53%;38,23%;38,93%;46,79%;32,14%;35,29%;39,36%;40,20%;87,17%;22,10;19,82;23,29;22,20;20,79;1,17;21,10;22,04;20,43;8,13;750,6;1,00;40,00;6,05;
Τετάρτη;13;April;2016;10:00;60;0;42,03%;45,06%;38,36%;39,00%;46,73%;33,65%;35,29%;39,40%;40,13%;86,00%;22,17;19,89;23,29;22,17;20,79;1,19;21,10;22,00;20,50;8,30;750,7;1,00;40,00;6,00;
Τετάρτη;13;April;2016;10:10;110;0;43,29%;45,84%;38,63%;39,06%;46,73%;33,01%;35,29%;39,40%;39,97%;84,33%;22,20;19,95;23,29;22,10;20,79;1,22;21,10;22,00;20,50;8,58;750,7;1,00;40,00;5,98;
Τετάρτη;13;April;2016;10:20;70;0;43,16%;45,77%;38,76%;39,27%;46,79%;32,11%;35,29%;39,40%;39,83%;82,67%;22,20;20,10;23,29;22,10;20,79;1,22;21,10;21,98;20,50;8,87;750,7;1,00;40,00;5,97;
Τετάρτη;13;April;2016;10:30;60;0;42,44%;45,30%;38,83%;39,47%;46,79%;31,48%;35,29%;39,44%;39,65%;81,00%;22,20;20,10;23,29;22,10;20,79;1,23;21,10;21,93;20,50;9,15;750,8;1,00;40,00;5,95;
Τετάρτη;13;April;2016;10:40;60;0;42,37%;44,93%;38,83%;40,13%;46,79%;30,58%;35,29%;39,40%;39,59%;79,33%;22,20;20,23;23,23;22,17;20,79;1,27;21,10;21,89;20,50;9,43;750,8;1,00;40,00;5,93;
Τετάρτη;13;April;2016;10:50;50;10;42,63%;45,00%;39,20%;40,66%;46,70%;28,04%;35,29%;39,44%;39,59%;77,67%;22,20;20,29;23,23;22,17;20,79;1,30;21,10;21,89;20,50;9,72;750,9;1,00;40,00;5,92;
Τετάρτη;13;April;2016;11:00;60;0;42,43%;44,69%;39,80%;40,56%;46,63%;27,64%;35,29%;39,49%;39,59%;76,00%;22,20;20,29;23,29;22,20;20,79;1,31;21,10;21,88;20,50;1,00;751,0;1,00;40,00;5,90;
Τετάρτη;13;April;2016;11:10;50;0;42,16%;44,36%;40,09%;40,43%;46,56%;27,01%;35,29%;39,42%;39,59%;76,00%;22,20;20,36;23,32;22,20;20,79;1,34;21,10;21,79;20,50;1,02;751,0;1,00;40,00;6,07;
Τετάρτη;13;April;2016;11:20;60;0;41,86%;43,97%;40,03%;40,16%;46,43%;26,79%;35,36%;39,50%;39,53%;76,00%;22,20;20,39;23,39;22,17;20,79;1,33;21,10;21,79;20,50;1,03;751,1;1,00;40,00;6,23;
Τετάρτη;13;April;2016;11:30;60;0;41,73%;43,83%;40,00%;40,03%;46,26%;28,17%;35,40%;39,63%;39,53%;76,00%;22,20;20,39;23,50;22,10;20,79;1,31;21,10;21,79;20,50;1,05;751,1;1,00;40,00;6,40;
Τετάρτη;13;April;2016;11:40;50;0;41,56%;43,70%;40,00%;39,86%;46,20%;30,98%;35,53%;39,75%;39,59%;76,00%;22,20;20,32;23,50;22,10;20,73;1,28;21,10;21,79;20,50;1,07;751,2;1,00;40,00;6,57;
Τετάρτη;13;April;2016;11:50;60;0;41,50%;43,63%;39,93%;39,79%;46,06%;32,69%;35,63%;39,97%;39,59%;76,00%;22,20;20,32;23,50;22,10;20,70;1,26;21,07;21,72;20,50;1,08;751,2;1,00;40,00;6,73;
Τετάρτη;13;April;2016;12:00;50;0;41,40%;43,59%;39,79%;39,66%;45,90%;33,37%;35,76%;40,17%;39,59%;76,00%;22,20;20,29;23,50;22,07;20,75;1,26;21,07;21,70;20,50;1,10;751,2;1,00;40,00;6,90;
Τετάρτη;13;April;2016;12:10;50;0;41,40%;43,53%;39,76%;39,66%;45,73%;35,07%;35,93%;40,32%;39,59%;77,50%;22,20;20,29;23,50;22,07;20,76;1,24;21,10;21,70;20,50;1,09;751,3;1,33;40,00;7,07;
Τετάρτη;13;April;2016;12:20;50;0;41,29%;43,50%;39,70%;39,66%;45,66%;36,53%;36,00%;40,54%;39,59%;79,00%;22,10;20,29;23,50;22,07;20,73;1,25;21,10;21,70;20,50;1,08;751,3;1,67;40,00;7,23;
Τετάρτη;13;April;2016;12:30;50;0;41,36%;43,43%;39,70%;39,62%;45,59%;37,05%;36,15%;40,64%;39,59%;80,50%;22,10;20,36;23,50;22,00;20,73;1,25;21,05;21,64;20,50;1,07;751,4;2,00;40,00;7,40;
Τετάρτη;13;April;2016;12:40;50;0;41,63%;43,59%;39,35%;39,70%;45,56%;37,64%;36,33%;40,78%;39,70%;82,00%;22,10;20,36;23,42;22,00;20,73;1,24;21,10;21,60;20,57;1,06;751,5;2,33;40,00;7,57;
Τετάρτη;13;April;2016;12:50;90;10;41,70%;43,66%;39,23%;39,90%;45,50%;38,87%;36,47%;40,95%;39,76%;83,50%;22,10;20,36;23,32;22,00;20,73;1,24;21,10;21,60;20,50;1,05;751,5;2,67;40,00;7,73;
Τετάρτη;13;April;2016;13:00;80;0;41,86%;43,86%;39,23%;39,90%;45,59%;39,62%;36,63%;41,48%;39,90%;85,00%;22,10;20,39;23,29;22,00;20,76;1,26;21,10;21,60;20,50;1,04;751,6;3,00;40,00;7,90;
Τετάρτη;13;April;2016;13:10;90;10;42,00%;44,06%;39,29%;40,00%;45,59%;39,90%;36,70%;42,04%;39,97%;85,83%;22,17;20,39;23,29;22,00;20,70;1,26;21,10;21,69;20,57;1,03;751,6;3,00;38,00;7,98;
Τετάρτη;13;April;2016;13:20;100;0;42,23%;44,09%;39,20%;40,06%;45,59%;39,70%;36,83%;42,39%;40,03%;86,67%;22,17;20,50;23,29;22,00;20,73;1,27;21,10;21,75;20,53;1,03;751,7;3,00;36,00;8,07;
Τετάρτη;13;April;2016;13:30;90;0;42,36%;44,13%;39,26%;40,33%;45,66%;39,93%;36,90%;42,69%;40,16%;87,50%;22,10;20,50;23,29;22,00;20,73;1,24;21,10;21,82;20,60;1,02;751,7;3,00;34,00;8,15;
Τετάρτη;13;April;2016;13:40;100;0;42,43%;44,13%;39,29%;40,47%;45,70%;40,36%;37,00%;42,90%;40,24%;88,33%;22,10;20,50;23,29;22,00;20,73;1,22;21,10;21,89;20,55;1,01;751,7;3,00;32,00;8,23;
Τετάρτη;13;April;2016;13:50;90;0;42,42%;44,09%;39,29%;40,50%;45,76%;40,44%;37,00%;43,00%;40,29%;89,17%;22,10;20,50;23,29;22,00;20,73;1,22;21,10;22,00;20,60;1,01;751,8;3,00;30,00;8,32;
Τετάρτη;13;April;2016;14:00;90;0;42,40%;43,96%;39,29%;40,50%;45,79%;40,48%;37,03%;43,09%;40,36%;90,00%;22,10;20,50;23,29;22,00;20,73;1,23;21,10;22,10;20,60;1,00;751,8;3,00;28,00;8,40;
Τετάρτη;13;April;2016;14:10;70;0;42,36%;43,86%;39,23%;40,40%;45,79%;40,51%;37,09%;43,17%;40,40%;90,17%;22,10;20,53;23,29;22,00;20,79;1,24;21,10;22,17;20,57;1,00;751,9;2,83;27,00;8,45;
Τετάρτη;13;April;2016;14:20;70;0;42,23%;43,79%;39,20%;40,40%;45,83%;39,56%;37,09%;43,24%;40,40%;90,33%;22,03;20,53;23,29;22,00;20,70;1,26;21,10;22,29;20,57;1,00;751,9;2,67;26,00;8,50;
Τετάρτη;13;April;2016;14:30;70;0;42,20%;43,76%;39,20%;40,40%;45,90%;40,05%;37,16%;43,29%;40,43%;90,50%;22,00;20,50;23,29;22,00;20,76;1,26;21,10;22,35;20,57;1,01;752,0;2,50;25,00;8,55;
Τετάρτη;13;April;2016;14:40;60;0;42,20%;43,70%;39,09%;40,40%;45,90%;40,25%;37,20%;43,31%;40,50%;90,67%;22,00;20,50;23,20;22,00;20,70;1,27;21,10;22,41;20,57;1,01;752,0;2,33;24,00;8,60;
Τετάρτη;13;April;2016;14:50;90;0;42,23%;43,70%;39,09%;40,40%;45,90%;39,42%;37,20%;43,40%;40,50%;90,83%;22,00;20,50;23,20;22,00;20,76;1,26;21,10;22,50;20,53;1,01;752,0;2,17;23,00;8,65;
Τετάρτη;13;April;2016;15:00;80;0;42,23%;43,70%;39,09%;40,40%;45,90%;39,16%;37,29%;43,44%;40,56%;91,00%;22,00;20,50;23,20;21,93;20,76;1,25;21,10;22,60;20,60;1,01;752,1;2,00;22,00;8,70;
Τετάρτη;13;April;2016;15:10;70;0;42,20%;43,70%;39,16%;40,40%;45,90%;39,45%;37,29%;43,57%;40,59%;91,00%;22,00;20,53;23,20;22,00;20,70;1,27;21,10;22,61;20,53;1,01;752,1;2,00;23,17;8,70;
Τετάρτη;13;April;2016;15:20;80;0;42,26%;43,63%;39,13%;40,40%;45,90%;39,12%;37,40%;43,66%;40,59%;91,00%;22,00;20,60;23,20;22,00;20,70;1,30;21,10;22,66;20,53;1,01;752,1;2,00;24,33;8,70;
Τετάρτη;13;April;2016;15:30;90;20;42,33%;43,50%;39,20%;40,40%;45,80%;38,29%;37,40%;43,65%;40,79%;91,00%;22,00;20,60;23,20;22,00;20,70;1,33;21,10;22,70;20,50;1,02;752,1;2,00;25,50;8,70;
Τετάρτη;13;April;2016;15:40;90;10;42,53%;43,50%;39,20%;40,40%;45,53%;36,66%;37,40%;43,70%;41,46%;91,00%;22,00;20,60;23,20;22,00;20,76;1,35;21,10;22,70;20,57;1,02;752,1;2,00;26,67;8,70;
Τετάρτη;13;April;2016;15:50;80;20;42,56%;43,59%;39,20%;40,69%;45,33%;33,84%;37,40%;43,68%;41,96%;91,00%;21,93;20,70;23,20;22,00;20,73;1,34;21,10;22,75;20,57;1,02;752,1;2,00;27,83;8,70;
Τετάρτη;13;April;2016;16:00;90;20;42,50%;43,53%;39,20%;41,07%;45,20%;33,20%;37,40%;43,66%;42,22%;91,00%;22,00;20,63;23,20;22,03;20,79;1,32;21,10;22,79;20,50;1,02;752,2;2,00;29,00;8,70;
Τετάρτη;13;April;2016;16:10;90;20;42,50%;43,53%;39,23%;41,20%;45,18%;32,97%;37,40%;43,70%;42,40%;91,17%;21,93;20,70;23,20;22,10;20,79;1,31;21,10;22,79;20,60;1,02;752,1;1,83;27,83;8,70;
Τετάρτη;13;April;2016;16:20;100;20;43,03%;43,53%;39,29%;41,16%;45,09%;32,94%;37,40%;43,65%;42,53%;91,33%;22,00;20,63;23,20;22,10;20,79;1,27;21,10;22,82;20,53;1,01;752,1;1,67;26,67;8,70;
Τετάρτη;13;April;2016;16:30;90;20;43,06%;43,79%;39,29%;41,16%;45,20%;34,12%;37,40%;43,70%;42,63%;91,50%;22,00;20,60;23,20;22,17;20,79;1,26;21,10;22,89;20,50;1,01;752,1;1,50;25,50;8,70;
Τετάρτη;13;April;2016;16:40;90;10;42,93%;43,83%;39,29%;41,20%;45,20%;35,05%;37,40%;43,73%;42,70%;91,67%;21,93;20,60;23,20;22,20;20,79;1,25;21,10;22,89;20,50;1,01;752,1;1,33;24,33;8,70;
Τετάρτη;13;April;2016;16:50;250;20;42,90%;43,90%;39,29%;41,20%;45,20%;35,79%;37,40%;43,79%;42,79%;91,83%;22,00;20,60;23,20;22,20;20,79;1,24;21,10;22,89;20,50;1,00;752,1;1,17;23,17;8,70;
Τετάρτη;13;April;2016;17:00;370;20;42,90%;44,03%;39,29%;41,39%;45,15%;36,62%;37,40%;43,83%;42,79%;92,00%;22,00;20,57;23,20;22,23;20,79;1,23;21,10;23,00;20,50;1,00;752,1;1,00;22,00;8,70;
Τετάρτη;13;April;2016;17:10;160;20;42,90%;44,09%;39,33%;41,72%;45,20%;36,90%;37,43%;43,90%;42,79%;92,00%;22,00;20,57;23,10;22,29;20,79;1,22;21,10;23,00;20,50;1,00;752,1;1,00;22,17;8,73;
Τετάρτη;13;April;2016;17:20;120;10;42,93%;44,13%;39,40%;41,76%;45,20%;36,82%;37,43%;44,13%;42,90%;92,00%;22,03;20,57;23,10;22,39;20,79;1,22;21,03;23,07;20,50;1,00;752,1;1,00;22,33;8,77;
Τετάρτη;13;April;2016;17:30;140;20;42,93%;44,20%;39,43%;41,63%;45,20%;37,22%;37,50%;44,26%;42,90%;92,00%;22,03;20,50;23,10;22,39;20,79;1,23;21,07;23,07;20,50;1,01;752,1;1,00;22,50;8,80;
Τετάρτη;13;April;2016;17:40;140;20;43,00%;44,29%;39,43%;41,50%;45,20%;36,63%;37,50%;44,36%;43,00%;92,00%;22,10;20,50;23,03;22,39;20,79;1,26;21,07;23,10;20,50;1,01;752,1;1,00;22,67;8,83;
Τετάρτη;13;April;2016;17:50;300;0;43,00%;44,29%;39,47%;41,43%;45,13%;36,42%;37,53%;44,29%;43,00%;92,00%;22,10;20,57;23,07;22,39;20,79;1,27;21,03;23,10;20,50;1,01;752,1;1,00;22,83;8,87;
Τετάρτη;13;April;2016;18:00;250;0;43,26%;44,36%;39,47%;41,43%;45,16%;36,21%;37,66%;44,40%;43,03%;92,00%;22,10;20,60;23,07;22,43;20,79;1,27;21,10;23,13;20,50;1,01;752,1;1,00;23,00;8,90;
